,Timestamp,Provider,Plant,Actual Vol [Kg],Expected Vol [Kg]
25949,2016/02,Provider_31,Plant_10,462657,463415
25950,2016/03,Provider_31,Plant_10,437231,437943
25951,2016/04,Provider_31,Plant_10,426559,"424935,434"
25952,2016/05,Provider_31,Plant_10,374204,373360
25953,2016/06,Provider_31,Plant_10,446407,446394
25954,2016/07,Provider_31,Plant_10,404184,402156
25955,2016/08,Provider_31,Plant_10,173859,174782
25956,2016/09,Provider_31,Plant_10,472526,467015
25957,2016/10,Provider_31,Plant_10,406504,410118
25958,2016/11,Provider_31,Plant_10,466290,470394
25959,2016/12,Provider_31,Plant_10,319410,319328
25960,2017/01,Provider_31,Plant_10,254804,253113
25961,2017/02,Provider_31,Plant_10,433208,432187
25962,2017/03,Provider_31,Plant_10,495849,494904
25963,2017/04,Provider_31,Plant_10,86231,85993
25964,2017/05,Provider_31,Plant_10,387688,369330
25965,2017/06,Provider_31,Plant_10,496510,508515
25966,2017/07,Provider_31,Plant_10,363328,381342
25967,2017/08,Provider_31,Plant_10,363788,
25968,2017/09,Provider_31,Plant_10,275885,289632
25969,2017/10,Provider_31,Plant_10,383102,393732
25970,2017/11,Provider_31,Plant_10,491361,511845
25971,2017/12,Provider_31,Plant_10,314035,322794
25972,2018/01,Provider_31,Plant_10,187296,185203
25973,2018/02,Provider_31,Plant_10,362257,364626
25974,2018/03,Provider_31,Plant_10,433089,"410224,171"
25975,2014/01,Provider_31,Plant_11,205663,203291
25976,2014/02,Provider_31,Plant_11,196263,194747
25977,2014/03,Provider_31,Plant_11,214117,210734
25978,2014/04,Provider_31,Plant_11,198488,195869
25979,2014/05,Provider_31,Plant_11,233647,231419
25980,2014/06,Provider_31,Plant_11,288295,284922
25981,2014/07,Provider_31,Plant_11,283353,279291
25982,2015/03,Provider_31,Plant_11,1758,1765
25983,2015/09,Provider_31,Plant_11,230047,236883
25984,2015/10,Provider_31,Plant_11,451033,456852
25985,2015/11,Provider_31,Plant_11,433439,401389
25986,2015/12,Provider_31,Plant_11,294966,278352
25987,2016/01,Provider_31,Plant_11,365657,358488
25988,2016/02,Provider_31,Plant_11,467622,"481077,33"
25989,2016/03,Provider_31,Plant_11,438508,447288
25990,2016/04,Provider_31,Plant_11,484668,"476530,084"
25991,2016/05,Provider_31,Plant_11,410264,409285
25992,2016/06,Provider_31,Plant_11,503349,511335
25993,2016/07,Provider_31,Plant_11,499464,508286
25994,2016/08,Provider_31,Plant_11,534716,553048
25995,2016/09,Provider_31,Plant_11,595433,610156
25996,2016/10,Provider_31,Plant_11,537504,553333
25997,2016/11,Provider_31,Plant_11,532281,522786
25998,2016/12,Provider_31,Plant_11,292089,285402
25999,2017/01,Provider_31,Plant_11,533668,514846
26000,2017/02,Provider_31,Plant_11,501563,498959
26001,2017/03,Provider_31,Plant_11,518847,518468
26002,2017/04,Provider_31,Plant_11,424970,"421648,278"
26003,2017/05,Provider_31,Plant_11,478171,467605
26004,2017/06,Provider_31,Plant_11,472355,451192
26005,2017/07,Provider_31,Plant_11,480376,470735
26006,2017/08,Provider_31,Plant_11,491130,528604
26007,2017/09,Provider_31,Plant_11,553138,551278
26008,2017/10,Provider_31,Plant_11,459613,449018
26009,2017/11,Provider_31,Plant_11,490907,489120
26010,2017/12,Provider_31,Plant_11,295401,292591
26011,2018/01,Provider_31,Plant_11,499280,498094
26012,2018/02,Provider_31,Plant_11,496197,488048
26013,2018/03,Provider_31,Plant_11,526886,"509731,825"
26014,2014/01,Provider_31,Plant_12,509432,262664
26015,2014/02,Provider_31,Plant_12,579472,302606
26016,2014/03,Provider_31,Plant_12,589799,310865
26017,2014/04,Provider_31,Plant_12,550134,297540
26018,2014/05,Provider_31,Plant_12,533212,300535
26019,2014/06,Provider_31,Plant_12,515554,278302
26020,2014/07,Provider_31,Plant_12,579710,311310
26021,2014/08,Provider_31,Plant_12,529314,308966
26022,2014/09,Provider_31,Plant_12,221687,111921
26023,2014/10,Provider_31,Plant_12,286346,170465
26024,2014/11,Provider_31,Plant_12,211148,119034
26025,2014/12,Provider_31,Plant_12,193540,109228
26026,2015/01,Provider_31,Plant_12,259037,158615
26027,2015/02,Provider_31,Plant_12,239989,126104
26028,2015/03,Provider_31,Plant_12,340098,197964
26029,2015/04,Provider_31,Plant_12,254401,114985
26030,2015/05,Provider_31,Plant_12,243213,120911
26031,2015/06,Provider_31,Plant_12,329323,161939
26032,2015/07,Provider_31,Plant_12,296055,139661
26033,2015/08,Provider_31,Plant_12,302749,172102
26034,2015/09,Provider_31,Plant_12,334360,178712
26035,2015/10,Provider_31,Plant_12,351429,172819
26036,2015/11,Provider_31,Plant_12,341879,200628
26037,2015/12,Provider_31,Plant_12,236684,125906
26038,2016/01,Provider_31,Plant_12,276352,125540
26039,2016/02,Provider_31,Plant_12,343680,197039
26040,2016/03,Provider_31,Plant_12,280891,149728
26041,2016/04,Provider_31,Plant_12,305123,157669
26042,2016/05,Provider_31,Plant_12,298183,159955
26043,2016/06,Provider_31,Plant_12,355564,190662
26044,2016/07,Provider_31,Plant_12,316084,149208
26045,2016/08,Provider_31,Plant_12,323808,152263
26046,2016/09,Provider_31,Plant_12,352407,200526
26047,2016/10,Provider_31,Plant_12,286806,152820
26048,2016/11,Provider_31,Plant_12,375120,190109
26049,2016/12,Provider_31,Plant_12,250601,117544
26050,2017/01,Provider_31,Plant_12,345663,188492
26051,2017/02,Provider_31,Plant_12,342341,186953
26052,2017/03,Provider_31,Plant_12,339307,171715
26053,2017/04,Provider_31,Plant_12,261625,169666
26054,2017/05,Provider_31,Plant_12,234294,136710
26055,2017/06,Provider_31,Plant_12,266028,149599
26056,2017/07,Provider_31,Plant_12,269243,177851
26057,2017/08,Provider_31,Plant_12,340409,190209
26058,2017/09,Provider_31,Plant_12,316126,208786
26059,2017/10,Provider_31,Plant_12,208710,164547
26060,2017/11,Provider_31,Plant_12,296752,199250
26061,2017/12,Provider_31,Plant_12,289655,188009
26062,2018/01,Provider_31,Plant_12,253528,149897
26063,2018/02,Provider_31,Plant_12,361723,230036
26064,2018/03,Provider_31,Plant_12,328328,"206416,113"
26065,2014/01,Provider_31,Plant_13,1626684,1612794
26066,2014/02,Provider_31,Plant_13,1747149,1698433
26067,2014/03,Provider_31,Plant_13,1841697,1776934
26068,2014/04,Provider_31,Plant_13,1740728,1693803
26069,2014/05,Provider_31,Plant_13,1562171,1498196
26070,2014/06,Provider_31,Plant_13,1362721,1277372
26071,2014/07,Provider_31,Plant_13,1748687,1642169
26072,2014/08,Provider_31,Plant_13,957054,897745
26073,2014/09,Provider_31,Plant_13,1752433,1690616
26074,2014/10,Provider_31,Plant_13,2018817,2231526
26075,2014/11,Provider_31,Plant_13,1690325,2322990
26076,2014/12,Provider_31,Plant_13,1014849,1877707
26077,2015/01,Provider_31,Plant_13,1216268,2986958
26078,2015/02,Provider_31,Plant_13,1661357,3076810
26079,2015/03,Provider_31,Plant_13,1987565,3994731
26080,2015/04,Provider_31,Plant_13,1788836,3527329
26081,2015/05,Provider_31,Plant_13,1856803,3998255
26082,2015/06,Provider_31,Plant_13,2499183,4872781
26083,2015/07,Provider_31,Plant_13,2625820,4880205
26084,2015/08,Provider_31,Plant_13,1288677,3400948
26085,2015/09,Provider_31,Plant_13,1820553,4034181
26086,2015/10,Provider_31,Plant_13,2206648,4248762
26087,2015/11,Provider_31,Plant_13,1829697,4518471
26088,2015/12,Provider_31,Plant_13,894957,2592377
26089,2016/01,Provider_31,Plant_13,1081762,"3439875,524"
26090,2016/02,Provider_31,Plant_13,1264568,3191214
26091,2016/03,Provider_31,Plant_13,1539549,3225580
26092,2016/04,Provider_31,Plant_13,1621312,4372872
26093,2016/05,Provider_31,Plant_13,946678,1811532
26094,2016/06,Provider_31,Plant_13,1336873,1815211
26095,2016/07,Provider_31,Plant_13,1592441,2027517
26096,2016/08,Provider_31,Plant_13,1006886,985165
26097,2016/09,Provider_31,Plant_13,1330265,1262718
26098,2016/10,Provider_31,Plant_13,1331189,1264237
26099,2016/11,Provider_31,Plant_13,1591319,1500409
26100,2016/12,Provider_31,Plant_13,999717,963468
26101,2017/01,Provider_31,Plant_13,1304446,1242105
26102,2017/02,Provider_31,Plant_13,1196252,1140131
26103,2017/03,Provider_31,Plant_13,1616639,1541875
26104,2017/04,Provider_31,Plant_13,1227855,1168244
26105,2017/05,Provider_31,Plant_13,1613114,1538583
26106,2017/06,Provider_31,Plant_13,1147661,1085732
26107,2017/07,Provider_31,Plant_13,1318121,1229849
26108,2017/08,Provider_31,Plant_13,1002378,952126
26109,2017/09,Provider_31,Plant_13,1582577,1492553
26110,2017/10,Provider_31,Plant_13,1333174,1232281
26111,2017/11,Provider_31,Plant_13,1342754,1244700
26112,2017/12,Provider_31,Plant_13,906392,835220
26113,2018/01,Provider_31,Plant_13,1643079,"1550870,458"
26114,2018/02,Provider_31,Plant_13,1127398,"1079729,269"
26115,2018/03,Provider_31,Plant_13,1451284,"1394413,326"
26116,2014/01,Provider_31,Plant_14,284625,280109
26117,2014/02,Provider_31,Plant_14,238822,236545
26118,2014/03,Provider_31,Plant_14,212226,202460
26119,2014/04,Provider_31,Plant_14,192766,185834
26120,2014/05,Provider_31,Plant_14,268374,260814
26121,2014/06,Provider_31,Plant_14,225524,218469
26122,2014/07,Provider_31,Plant_14,253984,242015
26123,2014/08,Provider_31,Plant_14,278765,270723
26124,2014/09,Provider_31,Plant_14,289730,274506
26125,2014/10,Provider_31,Plant_14,193663,185646
26126,2014/11,Provider_31,Plant_14,277676,275592
26127,2014/12,Provider_31,Plant_14,195693,186392
26128,2015/11,Provider_31,Plant_14,1214,1268
26129,2016/02,Provider_31,Plant_14,1132,1122
26130,2016/03,Provider_31,Plant_14,76853,44019
26131,2016/04,Provider_31,Plant_14,161740,71162
26132,2016/05,Provider_31,Plant_14,119768,62770
26133,2016/06,Provider_31,Plant_14,257145,132210
26134,2016/07,Provider_31,Plant_14,1050667,561318
26135,2016/08,Provider_31,Plant_14,1266513,726425
26136,2016/09,Provider_31,Plant_14,998466,542029
26137,2016/10,Provider_31,Plant_14,842731,476171
26138,2016/11,Provider_31,Plant_14,1092301,590808
26139,2016/12,Provider_31,Plant_14,224241,220309
26140,2017/01,Provider_31,Plant_14,748478,322672
26141,2017/02,Provider_31,Plant_14,930478,470927
26142,2017/03,Provider_31,Plant_14,878890,483792
26143,2017/04,Provider_31,Plant_14,639236,557590
26144,2017/05,Provider_31,Plant_14,566488,"506582,886"
26145,2017/06,Provider_31,Plant_14,721881,"661875,726"
26146,2017/07,Provider_31,Plant_14,367629,352155
26147,2017/08,Provider_31,Plant_14,1298368,827380
26148,2017/09,Provider_31,Plant_14,840012,756137
26149,2017/10,Provider_31,Plant_14,879380,799734
26150,2017/11,Provider_31,Plant_14,988390,935750
26151,2017/12,Provider_31,Plant_14,243473,231701
26152,2018/01,Provider_31,Plant_14,786724,764635
26153,2018/02,Provider_31,Plant_14,1063052,999912
26154,2018/03,Provider_31,Plant_14,1087928,"1071393,898"
26155,2014/01,Provider_31,Plant_15,909783,875674
26156,2014/02,Provider_31,Plant_15,1014335,976854
26157,2014/03,Provider_31,Plant_15,1088479,1047303
26158,2014/04,Provider_31,Plant_15,987087,948499
26159,2014/05,Provider_31,Plant_15,1027994,1000213
26160,2014/06,Provider_31,Plant_15,961396,941048
26161,2014/07,Provider_31,Plant_15,1363178,1345367
26162,2014/08,Provider_31,Plant_15,1271693,1217202
26163,2014/09,Provider_31,Plant_15,1307696,1255534
26164,2014/10,Provider_31,Plant_15,1108761,1064759
26165,2014/11,Provider_31,Plant_15,1257941,1209676
26166,2014/12,Provider_31,Plant_15,1028861,988939
26167,2015/01,Provider_31,Plant_15,1060117,1017074
26168,2015/02,Provider_31,Plant_15,1128213,1083480
26169,2015/03,Provider_31,Plant_15,1337145,1287675
26170,2015/04,Provider_31,Plant_15,1272587,1251115
26171,2015/05,Provider_31,Plant_15,1089580,1086394
26172,2015/06,Provider_31,Plant_15,1335360,1316468
26173,2015/07,Provider_31,Plant_15,1377840,1377731
26174,2015/08,Provider_31,Plant_15,1182145,1162853
26175,2015/09,Provider_31,Plant_15,1257410,1227911
26176,2015/10,Provider_31,Plant_15,1247233,1225185
26177,2015/11,Provider_31,Plant_15,1172401,1148554
26178,2015/12,Provider_31,Plant_15,812418,798516
26179,2016/01,Provider_31,Plant_15,869830,845000
26180,2016/02,Provider_31,Plant_15,1130338,1110476
26181,2016/03,Provider_31,Plant_15,1158976,1130250
26182,2016/04,Provider_31,Plant_15,1231086,1208742
26183,2016/05,Provider_31,Plant_15,984395,963424
26184,2016/06,Provider_31,Plant_15,1314635,1288720
26185,2016/07,Provider_31,Plant_15,1107025,1086856
26186,2016/08,Provider_31,Plant_15,1363589,1338996
26187,2016/09,Provider_31,Plant_15,1386267,1368759
26188,2016/10,Provider_31,Plant_15,1193472,1169524
26189,2016/11,Provider_31,Plant_15,1303875,1250112
26190,2016/12,Provider_31,Plant_15,645856,621021
26191,2017/01,Provider_31,Plant_15,1109393,1063195
26192,2017/02,Provider_31,Plant_15,1281883,1227973
26193,2017/03,Provider_31,Plant_15,1403532,1345813
26194,2017/04,Provider_31,Plant_15,1229570,1221086
26195,2017/05,Provider_31,Plant_15,1389115,1386235
26196,2017/06,Provider_31,Plant_15,1354615,1350758
26197,2017/07,Provider_31,Plant_15,1424077,"1419298,359"
26198,2017/08,Provider_31,Plant_15,1607049,1601046
26199,2017/09,Provider_31,Plant_15,1381674,1390594
26200,2017/10,Provider_31,Plant_15,1322602,1317195
26201,2017/11,Provider_31,Plant_15,1392254,1386620
26202,2017/12,Provider_31,Plant_15,876587,873082
26203,2018/01,Provider_31,Plant_15,1257821,1249349
26204,2018/02,Provider_31,Plant_15,1372914,1361584
26205,2018/03,Provider_31,Plant_15,1482189,"1470087,493"
26257,2014/01,Provider_31,Plant_17,833268,655127
26258,2014/02,Provider_31,Plant_17,778111,599611
26259,2014/03,Provider_31,Plant_17,963418,728246
26260,2014/04,Provider_31,Plant_17,904330,691193
26261,2014/05,Provider_31,Plant_17,919087,733392
26262,2014/06,Provider_31,Plant_17,972773,745656
26263,2014/07,Provider_31,Plant_17,768410,588283
26264,2014/08,Provider_31,Plant_17,675830,499781
26265,2014/09,Provider_31,Plant_17,753877,558617
26266,2014/10,Provider_31,Plant_17,755354,551376
26267,2014/11,Provider_31,Plant_17,622161,466907
26268,2014/12,Provider_31,Plant_17,489484,386566
26269,2015/01,Provider_31,Plant_17,528013,398642
26270,2015/02,Provider_31,Plant_17,608967,455694
26271,2015/03,Provider_31,Plant_17,733800,529703
26272,2015/04,Provider_31,Plant_17,728955,524996
26273,2015/05,Provider_31,Plant_17,713159,523416
26274,2015/06,Provider_31,Plant_17,823859,597474
26275,2015/07,Provider_31,Plant_17,955131,700137
26276,2015/08,Provider_31,Plant_17,740038,534457
26277,2015/09,Provider_31,Plant_17,915667,657520
26278,2015/10,Provider_31,Plant_17,1041703,755153
26279,2015/11,Provider_31,Plant_17,908832,636357
26280,2015/12,Provider_31,Plant_17,589937,436805
26281,2016/01,Provider_31,Plant_17,656274,512232
26282,2016/02,Provider_31,Plant_17,654318,532615
26283,2016/03,Provider_31,Plant_17,894405,696426
26284,2016/04,Provider_31,Plant_17,1018131,799262
26285,2016/05,Provider_31,Plant_17,712050,576470
26286,2016/06,Provider_31,Plant_17,912838,"699627,74"
26287,2016/07,Provider_31,Plant_17,761729,562489
26288,2016/08,Provider_31,Plant_17,967605,745295
26289,2016/09,Provider_31,Plant_17,1071664,852297
26290,2016/10,Provider_31,Plant_17,829453,649850
26291,2016/11,Provider_31,Plant_17,924156,714330
26292,2016/12,Provider_31,Plant_17,606162,472838
26293,2017/01,Provider_31,Plant_17,751082,592699
26294,2017/02,Provider_31,Plant_17,1109103,909230
26295,2017/03,Provider_31,Plant_17,1223417,1007579
26296,2017/04,Provider_31,Plant_17,989657,832474
26297,2017/05,Provider_31,Plant_17,1096241,946412
26298,2017/06,Provider_31,Plant_17,1009467,885487
26299,2017/07,Provider_31,Plant_17,979221,845331
26300,2017/08,Provider_31,Plant_17,1271497,1090521
26301,2017/09,Provider_31,Plant_17,1042133,856741
26302,2017/10,Provider_31,Plant_17,925558,749771
26303,2017/11,Provider_31,Plant_17,1219783,1027800
26304,2017/12,Provider_31,Plant_17,764839,665742
26305,2018/01,Provider_31,Plant_17,991835,864940
26306,2018/02,Provider_31,Plant_17,1030419,905541
26307,2018/03,Provider_31,Plant_17,1085665,"946283,66"
26308,2014/01,Provider_31,Plant_18,1351967,1252680
26309,2014/02,Provider_31,Plant_18,1316398,1212930
26310,2014/03,Provider_31,Plant_18,1451019,1316160
26311,2014/04,Provider_31,Plant_18,1554608,1431369
26312,2014/05,Provider_31,Plant_18,1477584,1348102
26313,2014/06,Provider_31,Plant_18,1332731,1220169
26314,2014/07,Provider_31,Plant_18,1166829,1077894
26315,2014/08,Provider_31,Plant_18,1318672,1193104
26316,2014/09,Provider_31,Plant_18,1378618,1249016
26317,2014/10,Provider_31,Plant_18,1249464,1133159
26318,2014/11,Provider_31,Plant_18,1053448,951988
26319,2014/12,Provider_31,Plant_18,1010067,912007
26320,2015/01,Provider_31,Plant_18,1421916,1296797
26321,2015/02,Provider_31,Plant_18,1271544,1151994
26322,2015/03,Provider_31,Plant_18,1554110,1423545
26323,2015/04,Provider_31,Plant_18,1368219,1245649
26324,2015/05,Provider_31,Plant_18,1270744,1165629
26325,2015/06,Provider_31,Plant_18,1288674,1165886
26326,2015/07,Provider_31,Plant_18,901882,818678
26327,2015/08,Provider_31,Plant_18,1249639,1146196
26328,2015/09,Provider_31,Plant_18,1726427,1584842
26329,2015/10,Provider_31,Plant_18,1589291,1454041
26330,2015/11,Provider_31,Plant_18,1621630,1489510
26331,2015/12,Provider_31,Plant_18,1252960,1148341
26332,2016/01,Provider_31,Plant_18,1213917,1109116
26333,2016/02,Provider_31,Plant_18,1415496,1283394
26334,2016/03,Provider_31,Plant_18,1429110,1296502
26335,2016/04,Provider_31,Plant_18,1512841,1380832
26336,2016/05,Provider_31,Plant_18,1252614,1132464
26337,2016/06,Provider_31,Plant_18,1580384,1440244
26338,2016/07,Provider_31,Plant_18,1495829,1350338
26339,2016/08,Provider_31,Plant_18,528034,470833
26340,2016/09,Provider_31,Plant_18,1504588,1367555
26341,2016/10,Provider_31,Plant_18,1417645,1294705
26342,2016/11,Provider_31,Plant_18,1461191,1325639
26343,2016/12,Provider_31,Plant_18,1170552,1077938
26344,2017/01,Provider_31,Plant_18,854835,785539
26345,2017/02,Provider_31,Plant_18,1220294,1095597
26346,2017/03,Provider_31,Plant_18,1640707,1491645
26347,2017/04,Provider_31,Plant_18,365497,336090
26348,2017/05,Provider_31,Plant_18,1391517,1334553
26349,2017/06,Provider_31,Plant_18,1481983,1486074
26350,2017/07,Provider_31,Plant_18,1447584,1479228
26351,2017/08,Provider_31,Plant_18,1449104,54881
26352,2017/09,Provider_31,Plant_18,1007887,1004307
26353,2017/10,Provider_31,Plant_18,1369036,1394735
26354,2017/11,Provider_31,Plant_18,1503608,1528525
26355,2017/12,Provider_31,Plant_18,1212027,1232510
26356,2018/01,Provider_31,Plant_18,661612,666212
26357,2018/02,Provider_31,Plant_18,1231942,1236093
26358,2018/03,Provider_31,Plant_18,1730024,"1721303,994"
26359,2014/01,Provider_31,Plant_19,1469287,1449450
26360,2014/02,Provider_31,Plant_19,1489607,1478164
26361,2014/03,Provider_31,Plant_19,1428607,1415489
26362,2014/04,Provider_31,Plant_19,1320244,1294812
26363,2014/05,Provider_31,Plant_19,1308052,1281378
26364,2014/06,Provider_31,Plant_19,1156236,1108550
26365,2014/07,Provider_31,Plant_19,1322444,1261539
26366,2014/08,Provider_31,Plant_19,1435012,1333115
26367,2014/09,Provider_31,Plant_19,1936000,1824880
26368,2014/10,Provider_31,Plant_19,1781192,1698233
26369,2014/11,Provider_31,Plant_19,1597477,1517257
26370,2014/12,Provider_31,Plant_19,1582862,1526616
26371,2015/01,Provider_31,Plant_19,1813283,1760810
26372,2015/02,Provider_31,Plant_19,2033617,1962046
26373,2015/03,Provider_31,Plant_19,2152018,2066484
26374,2015/04,Provider_31,Plant_19,2014707,1931788
26375,2015/05,Provider_31,Plant_19,1946341,1869237
26376,2015/06,Provider_31,Plant_19,2237915,2120463
26377,2015/07,Provider_31,Plant_19,2342702,2184845
26378,2015/08,Provider_31,Plant_19,2456619,2292820
26379,2015/09,Provider_31,Plant_19,2761182,2609995
26380,2015/10,Provider_31,Plant_19,2511549,2318462
26381,2015/11,Provider_31,Plant_19,2234056,2077620
26382,2015/12,Provider_31,Plant_19,1741649,1604707
26383,2016/01,Provider_31,Plant_19,1931663,1820320
26384,2016/02,Provider_31,Plant_19,1999539,1868341
26385,2016/03,Provider_31,Plant_19,1709011,1620760
26386,2016/04,Provider_31,Plant_19,1701755,1614232
26387,2016/05,Provider_31,Plant_19,1658977,1560880
26388,2016/06,Provider_31,Plant_19,1860230,1740949
26389,2016/07,Provider_31,Plant_19,1488520,1377668
26390,2016/08,Provider_31,Plant_19,1706025,1592707
26391,2016/09,Provider_31,Plant_19,1534103,1429938
26392,2016/10,Provider_31,Plant_19,1351909,1253844
26393,2016/11,Provider_31,Plant_19,1383529,1288872
26394,2016/12,Provider_31,Plant_19,1052716,977975
26395,2017/01,Provider_31,Plant_19,1257258,1154243
26396,2017/02,Provider_31,Plant_19,1243027,1149359
26397,2017/03,Provider_31,Plant_19,1455432,1357894
26398,2017/04,Provider_31,Plant_19,1245888,1169792
26399,2017/05,Provider_31,Plant_19,1409683,1323693
26400,2017/06,Provider_31,Plant_19,1498910,1413779
26401,2017/07,Provider_31,Plant_19,1368715,1280583
26402,2017/08,Provider_31,Plant_19,1582923,1491533
26403,2017/09,Provider_31,Plant_19,1410496,1317615
26404,2017/10,Provider_31,Plant_19,1440034,1360881
26405,2017/11,Provider_31,Plant_19,1505480,1415296
26406,2017/12,Provider_31,Plant_19,1019143,950653
26407,2018/01,Provider_31,Plant_19,1405577,1316286
26408,2018/02,Provider_31,Plant_19,1178796,1111499
26409,2018/03,Provider_31,Plant_19,1341686,"1263872,515"
26410,2014/01,Provider_31,Plant_20,633710,656116
26411,2014/02,Provider_31,Plant_20,610932,617634
26412,2014/03,Provider_31,Plant_20,707001,712973
26413,2014/04,Provider_31,Plant_20,630072,638940
26414,2014/05,Provider_31,Plant_20,640232,643526
26415,2014/06,Provider_31,Plant_20,626528,632418
26416,2014/07,Provider_31,Plant_20,606479,610724
26417,2014/08,Provider_31,Plant_20,516335,501138
26418,2014/09,Provider_31,Plant_20,661078,657158
26419,2014/10,Provider_31,Plant_20,682720,546740
26420,2014/11,Provider_31,Plant_20,1189787,467975
26421,2014/12,Provider_31,Plant_20,731777,220712
26422,2015/01,Provider_31,Plant_20,1152084,338227
26423,2015/02,Provider_31,Plant_20,1365816,583701
26424,2015/03,Provider_31,Plant_20,1600575,721547
26425,2015/04,Provider_31,Plant_20,1012851,392836
26426,2015/05,Provider_31,Plant_20,812661,360552
26427,2015/06,Provider_31,Plant_20,708022,376790
26428,2015/07,Provider_31,Plant_20,734254,382901
26429,2015/08,Provider_31,Plant_20,494289,292092
26430,2015/09,Provider_31,Plant_20,359826,212308
26431,2015/10,Provider_31,Plant_20,317556,261503
26432,2015/11,Provider_31,Plant_20,348616,298989
26433,2015/12,Provider_31,Plant_20,132903,114449
26434,2016/01,Provider_31,Plant_20,155363,114654
26435,2016/02,Provider_31,Plant_20,156134,115021
26436,2016/03,Provider_31,Plant_20,203174,"166737,297"
26437,2016/04,Provider_31,Plant_20,162823,121777
26438,2016/05,Provider_31,Plant_20,129572,91213
26439,2016/06,Provider_31,Plant_20,144927,98689
26440,2016/07,Provider_31,Plant_20,130285,85022
26441,2016/08,Provider_31,Plant_20,177805,106075
26442,2016/09,Provider_31,Plant_20,145120,96170
26443,2016/10,Provider_31,Plant_20,270604,210839
26444,2016/11,Provider_31,Plant_20,262342,254903
26445,2016/12,Provider_31,Plant_20,175488,169358
26446,2017/01,Provider_31,Plant_20,312168,301900
26447,2017/02,Provider_31,Plant_20,217774,211960
26448,2017/03,Provider_31,Plant_20,129501,121428
26449,2017/04,Provider_31,Plant_20,119087,118913
26450,2017/05,Provider_31,Plant_20,120077,120095
26451,2017/06,Provider_31,Plant_20,153687,154469
26452,2017/07,Provider_31,Plant_20,168072,168651
26453,2017/08,Provider_31,Plant_20,148467,148912
26454,2017/09,Provider_31,Plant_20,130141,128456
26455,2017/10,Provider_31,Plant_20,114597,"114107,656"
26456,2017/11,Provider_31,Plant_20,109337,110374
26457,2017/12,Provider_31,Plant_20,90863,91074
26458,2018/01,Provider_31,Plant_20,123286,122806
26459,2018/02,Provider_31,Plant_20,203449,203535
26460,2018/03,Provider_31,Plant_20,184329,"198557,439"
26461,2014/01,Provider_31,Plant_21,101699,98098
26462,2014/02,Provider_31,Plant_21,93005,87309
26463,2014/03,Provider_31,Plant_21,91295,84194
26464,2014/04,Provider_31,Plant_21,103636,90279
26465,2014/05,Provider_31,Plant_21,106807,99177
26466,2014/06,Provider_31,Plant_21,58018,53524
26467,2014/07,Provider_31,Plant_21,115496,101905
26468,2014/08,Provider_31,Plant_21,76702,73436
26469,2014/09,Provider_31,Plant_21,114052,109084
26470,2014/10,Provider_31,Plant_21,100516,96621
26471,2014/11,Provider_31,Plant_21,75508,68471
26472,2014/12,Provider_31,Plant_21,26862,22435
26473,2015/01,Provider_31,Plant_21,52387,35797
26474,2015/02,Provider_31,Plant_21,30594,19378
26475,2015/03,Provider_31,Plant_21,52327,39216
26476,2015/04,Provider_31,Plant_21,33150,19668
26477,2015/05,Provider_31,Plant_21,38561,25426
26478,2015/06,Provider_31,Plant_21,49866,36329
26479,2015/07,Provider_31,Plant_21,24677,17586
26480,2015/08,Provider_31,Plant_21,45071,35633
26481,2015/09,Provider_31,Plant_21,69296,45777
26482,2015/10,Provider_31,Plant_21,41712,28450
26483,2015/11,Provider_31,Plant_21,57110,21011
26484,2015/12,Provider_31,Plant_21,56760,29742
26485,2016/01,Provider_31,Plant_21,48716,25322
26486,2016/02,Provider_31,Plant_21,82849,44765
26487,2016/03,Provider_31,Plant_21,56047,44375
26488,2016/04,Provider_31,Plant_21,48109,44489
26489,2016/05,Provider_31,Plant_21,54041,51758
26490,2016/06,Provider_31,Plant_21,53975,54816
26491,2016/07,Provider_31,Plant_21,34522,33294
26492,2016/08,Provider_31,Plant_21,43077,41002
26493,2016/09,Provider_31,Plant_21,63551,60623
26494,2016/10,Provider_31,Plant_21,64275,58471
26495,2016/11,Provider_31,Plant_21,47361,47035
26496,2016/12,Provider_31,Plant_21,35261,34136
26497,2017/01,Provider_31,Plant_21,50621,48442
26498,2017/02,Provider_31,Plant_21,70730,68431
26499,2017/03,Provider_31,Plant_21,107036,104217
26500,2017/04,Provider_31,Plant_21,117900,113091
26501,2017/05,Provider_31,Plant_21,106010,102943
26502,2017/06,Provider_31,Plant_21,76715,74032
26503,2017/07,Provider_31,Plant_21,63009,62144
26504,2017/08,Provider_31,Plant_21,40947,"39756,29"
26505,2017/09,Provider_31,Plant_21,44230,"43418,297"
26506,2017/10,Provider_31,Plant_21,48153,46536
26507,2017/11,Provider_31,Plant_21,47164,46446
26508,2017/12,Provider_31,Plant_21,37741,36087
26509,2018/01,Provider_31,Plant_21,51051,50443
26510,2018/02,Provider_31,Plant_21,105009,78132
26511,2018/03,Provider_31,Plant_21,67794,"67018,099"
26512,2016/05,Provider_31,Plant_22,91577,50929
26513,2016/06,Provider_31,Plant_22,87074,80796
26514,2016/07,Provider_31,Plant_22,101270,84850
26515,2016/08,Provider_31,Plant_22,156753,135708
26516,2016/09,Provider_31,Plant_22,227032,189874
26517,2016/10,Provider_31,Plant_22,217161,181748
